city,postcode,living_space,rooms,rent,description,year_built,floor,rent_per_sqm,scam_label,city_tier
Cologne,50672,135.5,4.6,2199.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2004,8,16.23,0,2
Munich,80469,87.7,3.3,868.0,"Cannot meet in person, will send keys by mail after payment.",1993,6,9.89,1,1
Düsseldorf,40210,41.3,1.0,837.0,Frisch saniert mit neuer Küche und Bad.,2024,4,20.27,0,2
Frankfurt,60316,95.8,2.7,1207.0,Frisch saniert mit neuer Küche und Bad.,1936,1,12.6,0,1
Hannover,30165,129.6,4.6,1362.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2001,6,10.51,0,3
Munich,80331,95.2,3.7,2073.0,"Quiet neighborhood, perfect for families.",1973,0,21.78,0,1
Essen,45127,85.6,3.0,796.0,Close to university and city center.,1949,5,9.3,0,4
Duisburg,47058,70.3,2.2,420.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1967,3,5.97,0,4
Düsseldorf,40215,131.7,4.1,607.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1932,6,4.61,1,2
Munich,81667,34.3,1.0,557.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1911,6,16.24,0,1
Frankfurt,60316,39.2,1.1,618.0,Bright apartment with great views of the city.,1999,5,15.77,0,1
Düsseldorf,40210,57.0,2.4,239.0,Too good to be true? It's real! Just send deposit first.,1923,1,4.2,1,2
Dresden,01127,79.8,2.2,918.0,Altbauwohnung mit hohen Decken und Parkettboden.,2015,1,11.5,0,3
Hannover,30159,88.0,2.8,1186.0,Green surroundings with garden access.,2006,7,13.48,0,3
Duisburg,47053,51.2,1.3,488.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2001,3,9.53,0,4
Dortmund,44135,96.1,3.2,834.0,"Quiet neighborhood, perfect for families.",1909,3,8.68,0,4
Düsseldorf,40217,75.0,2.3,898.0,Close to university and city center.,2013,3,11.97,0,2
Leipzig,04107,86.3,2.7,1370.0,Sonnige Südausrichtung mit großer Terrasse.,1912,6,15.87,0,3
Frankfurt,60313,120.8,3.7,1860.0,Sonnige Südausrichtung mit großer Terrasse.,1957,8,15.4,0,1
Cologne,50670,147.2,4.7,1358.0,Moderne Wohnung mit Fußbodenheizung.,1936,1,9.23,0,2
Frankfurt,60322,101.5,3.0,2990.0,"Quiet neighborhood, perfect for families.",1966,8,29.46,0,1
Hamburg,20146,89.1,2.9,863.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,2009,1,9.68,1,2
Duisburg,47051,108.2,3.8,590.0,Green surroundings with garden access.,1949,2,5.45,0,4
Leipzig,04103,119.0,3.6,272.0,"I am currently abroad, please send deposit via Western Union before viewing.",1929,4,2.28,1,3
Duisburg,47053,49.2,1.4,296.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1937,4,6.02,0,4
Berlin,10178,51.0,2.1,277.0,"I am currently abroad, please send deposit via Western Union before viewing.",1939,3,5.42,1,2
Frankfurt,60316,75.0,2.9,543.0,My company is relocating me abroad. Send first month rent to reserve.,1982,5,7.24,1,1
Dresden,01099,41.8,1.7,193.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,2018,4,4.63,1,3
Hamburg,20148,112.4,3.9,1896.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1963,2,16.87,0,2
Nuremberg,90408,25.0,1.0,263.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1931,8,10.52,0,3
Berlin,10179,127.0,3.7,3387.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1997,8,26.67,0,2
Frankfurt,60322,72.1,2.6,1339.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1967,2,18.57,0,1
Essen,45133,95.0,3.4,276.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,2007,4,2.9,1,4
Dortmund,44139,137.8,5.1,761.0,Sonnige Südausrichtung mit großer Terrasse.,1962,0,5.52,0,4
Frankfurt,60325,66.2,2.4,2234.0,Modern renovated apartment near public transport.,1985,2,33.75,0,1
Essen,45128,81.8,2.6,772.0,Green surroundings with garden access.,1989,8,9.44,0,4
Düsseldorf,40210,56.7,2.2,985.0,Moderne Wohnung mit Fußbodenheizung.,2007,6,17.38,0,2
Cologne,50670,37.7,1.0,381.0,Sonnige Südausrichtung mit großer Terrasse.,2012,1,10.11,0,2
Duisburg,47051,52.1,1.8,306.0,Modern renovated apartment near public transport.,1998,0,5.87,0,4
Essen,45134,105.4,3.4,1144.0,Bright apartment with great views of the city.,1916,6,10.86,0,4
Berlin,10178,94.6,2.9,679.0,URGENT: Must rent immediately. Wire transfer required before keys.,1940,4,7.18,1,2
Stuttgart,70188,79.6,2.5,1344.0,Sonnige Südausrichtung mit großer Terrasse.,1909,0,16.88,0,1
Duisburg,47057,85.9,2.7,533.0,Well-maintained building with elevator.,1995,0,6.2,0,4
Duisburg,47051,122.1,3.7,776.0,Modern renovated apartment near public transport.,1932,6,6.36,0,4
Leipzig,04103,26.1,1.3,195.0,Close to university and city center.,1924,5,7.47,0,3
Düsseldorf,40215,62.3,2.4,968.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1992,0,15.54,0,2
Stuttgart,70182,132.1,4.8,2048.0,"Quiet neighborhood, perfect for families.",1920,8,15.5,0,1
Nuremberg,90403,112.5,3.8,1539.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2024,2,13.68,0,3
Hannover,30161,44.6,1.2,655.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1915,2,14.69,0,3
Duisburg,47057,69.3,2.5,454.0,Frisch saniert mit neuer Küche und Bad.,1950,8,6.55,0,4
Düsseldorf,40211,46.6,1.8,803.0,Frisch saniert mit neuer Küche und Bad.,1971,7,17.23,0,2
Dortmund,44141,63.5,2.0,295.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1976,8,4.65,1,4
Leipzig,04177,97.2,2.8,415.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1996,1,4.27,1,3
Berlin,10115,63.6,1.9,1491.0,Green surroundings with garden access.,1960,7,23.44,0,2
Essen,45128,124.2,4.5,848.0,"Quiet neighborhood, perfect for families.",1930,3,6.83,0,4
Dortmund,44135,35.4,1.0,229.0,Altbauwohnung mit hohen Decken und Parkettboden.,2014,2,6.47,0,4
Hamburg,20097,61.3,1.6,286.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1982,8,4.67,1,2
Nuremberg,90408,54.9,1.4,585.0,Altbauwohnung mit hohen Decken und Parkettboden.,1980,0,10.66,0,3
Hannover,30165,145.9,4.8,974.0,Bright apartment with great views of the city.,1937,2,6.68,0,3
Frankfurt,60318,126.4,4.0,3061.0,Well-maintained building with elevator.,2021,6,24.22,0,1
Nuremberg,90408,117.1,4.0,1188.0,Close to university and city center.,1986,8,10.15,0,3
Dresden,01099,127.1,4.7,1280.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1992,5,10.07,0,3
Dresden,01069,91.7,2.9,1053.0,Frisch saniert mit neuer Küche und Bad.,1941,3,11.48,0,3
Dresden,01099,34.6,1.4,208.0,Bright apartment with great views of the city.,1917,0,6.01,0,3
Essen,45134,147.5,4.8,455.0,I won the lottery and leaving Germany. Quick decision needed.,2000,2,3.09,1,4
Frankfurt,60313,38.2,1.6,1121.0,Bright apartment with great views of the city.,1943,8,29.36,0,1
Dresden,01067,48.2,1.7,436.0,Close to university and city center.,1927,3,9.05,0,3
Frankfurt,60311,98.0,3.2,1944.0,Close to university and city center.,1900,5,19.83,0,1
Hamburg,20097,28.8,1.2,215.0,Too good to be true? It's real! Just send deposit first.,1936,7,7.47,1,2
Berlin,10119,73.7,2.6,774.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1955,1,10.5,0,2
Cologne,50674,36.1,1.2,546.0,"Quiet neighborhood, perfect for families.",2006,6,15.12,0,2
Nuremberg,90408,37.6,1.4,839.0,Bright apartment with great views of the city.,2022,6,22.31,0,3
Hannover,30161,42.9,1.1,633.0,Well-maintained building with elevator.,1932,0,14.76,0,3
Stuttgart,70180,37.1,1.3,712.0,Altbauwohnung mit hohen Decken und Parkettboden.,1975,0,19.19,0,1
Frankfurt,60325,53.0,1.6,495.0,URGENT: Must rent immediately. Wire transfer required before keys.,1971,4,9.34,1,1
Leipzig,04105,71.7,2.8,341.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,2007,6,4.75,1,3
Essen,45134,121.1,3.7,886.0,Newly built apartment with underground parking.,1956,8,7.32,0,4
Berlin,10117,61.6,1.9,1119.0,"Quiet neighborhood, perfect for families.",1991,4,18.17,0,2
Stuttgart,70188,132.2,4.4,1779.0,Close to university and city center.,1971,2,13.46,0,1
Duisburg,47051,29.8,1.3,155.0,Frisch saniert mit neuer Küche und Bad.,1954,5,5.2,0,4
Berlin,10963,147.7,4.5,1637.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1935,0,11.08,0,2
Dortmund,44141,66.3,2.2,554.0,Close to university and city center.,1949,1,8.36,0,4
Stuttgart,70188,49.6,1.2,1039.0,"Quiet neighborhood, perfect for families.",2005,7,20.95,0,1
Stuttgart,70180,73.5,2.5,1058.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1976,5,14.39,0,1
Leipzig,04109,76.4,2.3,644.0,Bright apartment with great views of the city.,1995,4,8.43,0,3
Berlin,10119,73.0,2.6,1011.0,Newly built apartment with underground parking.,2024,3,13.85,0,2
Leipzig,04107,73.7,2.0,666.0,Moderne Wohnung mit Fußbodenheizung.,1938,2,9.04,0,3
Leipzig,04177,42.7,1.8,423.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1934,6,9.91,0,3
Dortmund,44139,29.6,1.4,308.0,Frisch saniert mit neuer Küche und Bad.,2019,6,10.41,0,4
Munich,80331,114.1,4.0,2108.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1997,0,18.48,0,1
Hamburg,20099,85.6,2.8,1622.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2014,7,18.95,0,2
Dresden,01109,136.0,4.1,1727.0,Newly built apartment with underground parking.,1989,1,12.7,0,3
Essen,45131,27.9,1.0,93.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,1986,6,3.35,1,4
Dortmund,44139,120.7,3.8,654.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1931,6,5.42,0,4
Munich,81669,114.8,3.6,4612.0,Well-maintained building with elevator.,1947,4,40.17,0,1
Düsseldorf,40217,130.4,4.6,1708.0,Modern renovated apartment near public transport.,1903,1,13.1,0,2
Berlin,10179,66.9,2.6,2185.0,Gepflegtes Mehrfamilienhaus in guter Lage.,2001,5,32.66,0,2
Cologne,50672,113.5,3.9,1351.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1955,6,11.9,0,2
Leipzig,04105,53.6,1.7,382.0,Modern renovated apartment near public transport.,1996,7,7.13,0,3
Munich,80469,60.1,2.4,1545.0,"Quiet neighborhood, perfect for families.",1962,8,25.71,0,1
Cologne,50672,67.3,2.3,1104.0,Modern renovated apartment near public transport.,1974,5,16.4,0,2
Cologne,50668,80.7,2.8,649.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,2004,3,8.04,1,2
Hannover,30169,45.4,1.4,556.0,Close to university and city center.,1945,3,12.25,0,3
Hamburg,20146,38.4,1.8,199.0,"Cannot meet in person, will send keys by mail after payment.",1909,0,5.19,1,2
Essen,45131,30.1,1.0,359.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1934,2,11.94,0,4
Duisburg,47058,141.2,5.2,994.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1908,3,7.04,0,4
Dortmund,44139,97.5,3.2,573.0,Close to university and city center.,1955,6,5.88,0,4
Nuremberg,90402,101.2,3.8,1849.0,Newly built apartment with underground parking.,1902,4,18.27,0,3
Stuttgart,70178,55.6,1.8,1053.0,Moderne Wohnung mit Fußbodenheizung.,1924,5,18.94,0,1
Berlin,10115,33.6,1.0,410.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1946,0,12.2,0,2
Frankfurt,60316,143.7,5.3,1785.0,Sonnige Südausrichtung mit großer Terrasse.,1927,0,12.42,0,1
Duisburg,47058,117.7,3.9,929.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1922,6,7.9,0,4
Dortmund,44145,25.9,1.0,141.0,Green surroundings with garden access.,1930,0,5.44,0,4
Frankfurt,60325,103.6,3.1,750.0,I won the lottery and leaving Germany. Quick decision needed.,1969,2,7.24,1,1
Düsseldorf,40215,91.4,3.4,1819.0,Sonnige Südausrichtung mit großer Terrasse.,1967,3,19.9,0,2
Hannover,30165,134.4,4.8,1757.0,Close to university and city center.,2023,0,13.07,0,3
Frankfurt,60325,146.7,4.6,2322.0,Frisch saniert mit neuer Küche und Bad.,1986,1,15.83,0,1
Munich,80331,131.0,4.8,1063.0,I won the lottery and leaving Germany. Quick decision needed.,1962,8,8.11,1,1
Duisburg,47057,52.8,1.5,316.0,Modern renovated apartment near public transport.,2020,8,5.98,0,4
Duisburg,47053,39.5,1.6,419.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1937,8,10.61,0,4
Essen,45131,63.1,2.2,404.0,Bright apartment with great views of the city.,1987,5,6.4,0,4
Leipzig,04177,34.1,1.0,383.0,Close to university and city center.,1975,6,11.23,0,3
Hannover,30165,66.2,2.0,1108.0,Frisch saniert mit neuer Küche und Bad.,1989,1,16.74,0,3
Berlin,10178,60.0,2.2,813.0,Moderne Wohnung mit Fußbodenheizung.,1964,8,13.55,0,2
Hannover,30165,30.8,1.0,160.0,Too good to be true? It's real! Just send deposit first.,2007,0,5.2,1,3
Berlin,10115,53.5,1.9,571.0,Close to university and city center.,1945,4,10.67,0,2
Berlin,10178,36.7,1.7,666.0,Moderne Wohnung mit Fußbodenheizung.,1911,1,18.14,0,2
Dresden,01067,55.0,2.2,746.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1950,2,13.57,0,3
Cologne,50674,94.5,2.9,468.0,My company is relocating me abroad. Send first month rent to reserve.,2017,3,4.96,1,2
Leipzig,04109,146.9,5.0,1614.0,Moderne Wohnung mit Fußbodenheizung.,1930,0,10.99,0,3
Essen,45131,118.9,3.6,874.0,Bright apartment with great views of the city.,1910,4,7.35,0,4
Dortmund,44143,97.2,3.1,962.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1990,1,9.9,0,4
Hamburg,20144,129.8,4.1,2139.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1958,8,16.48,0,2
Munich,81667,149.0,4.5,939.0,"Cannot meet in person, will send keys by mail after payment.",1941,2,6.3,1,1
Leipzig,04103,131.3,4.2,1386.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1997,7,10.56,0,3
Hannover,30167,80.7,2.8,250.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1987,6,3.1,1,3
Dresden,01097,98.9,3.5,352.0,"Cannot meet in person, will send keys by mail after payment.",1912,5,3.56,1,3
Nuremberg,90419,55.4,1.5,680.0,Close to university and city center.,1943,6,12.27,0,3
Leipzig,04105,97.8,3.7,660.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1957,8,6.75,0,3
Frankfurt,60325,31.2,1.5,479.0,Frisch saniert mit neuer Küche und Bad.,1935,2,15.35,0,1
Munich,80333,144.8,5.1,4223.0,Well-maintained building with elevator.,2007,2,29.17,0,1
Munich,80333,82.0,2.8,1380.0,Frisch saniert mit neuer Küche und Bad.,1959,1,16.83,0,1
Hannover,30167,49.4,1.3,566.0,Well-maintained building with elevator.,2011,3,11.46,0,3
Düsseldorf,40211,93.5,2.8,2649.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2023,8,28.33,0,2
Leipzig,04109,60.8,1.7,546.0,Modern renovated apartment near public transport.,1921,2,8.98,0,3
Hamburg,20146,134.0,4.7,1481.0,Modern renovated apartment near public transport.,1920,3,11.05,0,2
Düsseldorf,40215,112.6,3.4,1529.0,Frisch saniert mit neuer Küche und Bad.,1928,4,13.58,0,2
Munich,80333,99.4,3.5,1179.0,Too good to be true? It's real! Just send deposit first.,1904,1,11.86,1,1
Munich,80333,53.0,1.7,384.0,I won the lottery and leaving Germany. Quick decision needed.,1956,3,7.24,1,1
Hamburg,20097,121.8,4.3,2253.0,Bright apartment with great views of the city.,1933,4,18.5,0,2
Munich,81667,137.1,4.3,2347.0,Sonnige Südausrichtung mit großer Terrasse.,1997,5,17.12,0,1
Stuttgart,70182,37.4,1.1,720.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1995,5,19.25,0,1
Leipzig,04179,93.3,3.0,711.0,Frisch saniert mit neuer Küche und Bad.,1925,5,7.62,0,3
Essen,45134,84.2,3.3,754.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1961,2,8.95,0,4
Hamburg,20146,126.5,4.2,2205.0,Green surroundings with garden access.,1962,4,17.43,0,2
Munich,80539,59.8,2.0,1663.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1999,2,27.81,0,1
Duisburg,47055,55.3,1.6,641.0,Altbauwohnung mit hohen Decken und Parkettboden.,2022,6,11.6,0,4
Hannover,30169,31.3,1.3,369.0,Altbauwohnung mit hohen Decken und Parkettboden.,1913,5,11.79,0,3
Hamburg,20099,117.8,3.5,1354.0,"Quiet neighborhood, perfect for families.",1973,1,11.49,0,2
Essen,45127,139.9,4.6,452.0,"I am currently abroad, please send deposit via Western Union before viewing.",2012,2,3.23,1,4
Leipzig,04105,72.7,2.0,520.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1928,4,7.15,0,3
Duisburg,47057,83.8,2.9,593.0,Newly built apartment with underground parking.,1900,7,7.08,0,4
Stuttgart,70186,30.8,1.3,670.0,Sonnige Südausrichtung mit großer Terrasse.,2021,8,21.75,0,1
Stuttgart,70188,113.6,3.8,3240.0,Close to university and city center.,1985,1,28.52,0,1
Cologne,50674,81.1,2.2,867.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1914,3,10.69,0,2
Nuremberg,90409,145.1,4.7,1688.0,Modern renovated apartment near public transport.,1925,5,11.63,0,3
Duisburg,47051,44.8,1.5,315.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1914,4,7.03,0,4
Hannover,30163,79.3,2.9,723.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1983,1,9.12,0,3
Frankfurt,60318,47.9,1.7,731.0,Close to university and city center.,1919,4,15.26,0,1
Hannover,30165,26.3,1.0,106.0,My company is relocating me abroad. Send first month rent to reserve.,1940,0,4.01,1,3
Nuremberg,90403,117.8,4.3,1167.0,Well-maintained building with elevator.,2009,5,9.91,0,3
Essen,45134,123.2,4.4,389.0,URGENT: Must rent immediately. Wire transfer required before keys.,1979,8,3.16,1,4
Nuremberg,90409,131.3,4.2,1498.0,Altbauwohnung mit hohen Decken und Parkettboden.,1902,0,11.41,0,3
Düsseldorf,40217,72.1,2.8,945.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1906,6,13.11,0,2
Dresden,01069,74.0,2.9,689.0,Newly built apartment with underground parking.,1985,3,9.31,0,3
Essen,45130,127.5,4.4,1189.0,Green surroundings with garden access.,2019,7,9.33,0,4
Stuttgart,70180,110.2,3.6,2220.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2015,8,20.15,0,1
Düsseldorf,40215,122.1,4.0,1654.0,Frisch saniert mit neuer Küche und Bad.,1905,3,13.55,0,2
Leipzig,04179,26.2,1.2,168.0,Green surroundings with garden access.,1963,6,6.41,0,3
Stuttgart,70186,135.4,4.7,2458.0,Modern renovated apartment near public transport.,2010,5,18.15,0,1
Dresden,01109,40.3,1.8,428.0,"Quiet neighborhood, perfect for families.",1903,5,10.62,0,3
Munich,80331,75.6,2.3,1899.0,Newly built apartment with underground parking.,1938,7,25.12,0,1
Frankfurt,60316,58.9,2.2,459.0,I won the lottery and leaving Germany. Quick decision needed.,1982,4,7.79,1,1
Nuremberg,90429,40.1,1.0,467.0,Bright apartment with great views of the city.,1978,0,11.65,0,3
Nuremberg,90402,137.6,4.9,576.0,My company is relocating me abroad. Send first month rent to reserve.,1941,7,4.18,1,3
Munich,80335,89.7,2.8,2065.0,Bright apartment with great views of the city.,1966,1,23.02,0,1
Frankfurt,60318,87.7,3.2,1376.0,Newly built apartment with underground parking.,2005,0,15.69,0,1
Cologne,50668,124.2,3.7,1290.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2008,3,10.39,0,2
Dresden,01109,149.5,4.7,2673.0,Close to university and city center.,2013,3,17.88,0,3
Essen,45128,26.9,1.0,63.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",2007,0,2.36,1,4
Nuremberg,90409,101.2,3.4,639.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,1943,1,6.31,1,3
Dresden,01109,85.4,2.9,855.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2012,6,10.01,0,3
Frankfurt,60313,125.5,3.9,1799.0,Newly built apartment with underground parking.,1986,7,14.33,0,1
Duisburg,47055,85.0,3.2,629.0,Well-maintained building with elevator.,1900,2,7.4,0,4
Berlin,10179,87.3,2.5,1194.0,Sonnige Südausrichtung mit großer Terrasse.,2012,2,13.68,0,2
Munich,80469,26.9,1.0,436.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1952,8,16.21,0,1
Dresden,01069,32.8,1.0,366.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1940,4,11.16,0,3
Hannover,30165,55.6,1.8,834.0,Moderne Wohnung mit Fußbodenheizung.,1908,7,14.99,0,3
Dortmund,44145,54.9,1.8,506.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1954,5,9.22,0,4
Hamburg,20095,125.2,4.3,2226.0,Frisch saniert mit neuer Küche und Bad.,2010,8,17.78,0,2
Munich,81669,107.7,3.9,1807.0,Bright apartment with great views of the city.,1907,5,16.78,0,1
Nuremberg,90429,70.8,2.5,390.0,Too good to be true? It's real! Just send deposit first.,1939,6,5.51,1,3
Dresden,01109,143.4,4.5,2262.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1963,4,15.77,0,3
Düsseldorf,40211,144.9,4.9,885.0,URGENT: Must rent immediately. Wire transfer required before keys.,1977,3,6.11,1,2
Hamburg,20099,123.6,4.6,2065.0,Frisch saniert mit neuer Küche und Bad.,1969,4,16.71,0,2
Dortmund,44145,33.7,1.6,313.0,Well-maintained building with elevator.,1928,4,9.29,0,4
Hamburg,20099,90.2,2.6,1297.0,Sonnige Südausrichtung mit großer Terrasse.,1998,0,14.38,0,2
Hamburg,20095,29.6,1.0,473.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1970,0,15.98,0,2
Leipzig,04177,68.1,2.0,484.0,Sonnige Südausrichtung mit großer Terrasse.,1968,6,7.11,0,3
Duisburg,47058,115.8,3.8,1149.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1916,4,9.92,0,4
Hannover,30165,69.8,2.1,343.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,1987,8,4.91,1,3
Duisburg,47057,74.7,2.6,853.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1933,2,11.42,0,4
Dortmund,44139,110.2,3.9,365.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,1985,5,3.31,1,4
Dresden,01067,63.8,2.4,413.0,Close to university and city center.,1917,3,6.47,0,3
Leipzig,04109,28.5,1.4,210.0,Well-maintained building with elevator.,1951,0,7.37,0,3
